Visibility,Traits ID,Locality ID,Locality Name,Locality Description,Continent,Contributor,Latitude,Longitude,Elevation,Location Source,Lat Lng Km2,Political Region1,Political Region2,Political Region3,Total Ant Abundance,Total Ant Species Richness,Total Native Species Richness,Total Non Native Species Richness,Number Of Sampling Events,Start Date Day,Start Date Month,Start Date Year,End Date Day,End Date Month,End Date Year,Total Number Of Transects,Length,Width,Plot Transect Separation,Method,Method Description,Pitfall Number,Pitfall Surface Area,Pitfall Spacing,Pitfall Duration,Baits Number,Bait Stations Number,Baits Spacing,Baits Duration,Winkler Number,Winkler Spacing,Berlese Number,Berlese Spacing,Total Litter Sample Volume,Total Litter Sample Area,Habitat Type,Disturbance,Disturbance Type1,Disturbance Type2,Habitat Description,Notes,Genus,Species,Invasive To Political Region1,Morphospecies,Caste,N,Hind femur length (mm),Whole body length (mm),Diet,username,Date Of Upload,Batch,Batch Name
Public,Gibb_2011_traits_114,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,sulcinodis,Native*,FALSE,Worker,1,0.512,2.05,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_115,NA,NA,NA,NA,NA,64.1688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,sulcinodis,Native*,FALSE,Worker,1,0.56,2.23,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_116,NA,NA,NA,NA,NA,64.1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,sulcinodis,Native*,FALSE,Worker,1,0.592,2.3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_117,NA,NA,NA,NA,NA,64.2563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,sulcinodis,Native*,FALSE,Worker,1,0.64,2.63,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_118,NA,NA,NA,NA,NA,64.2563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,sulcinodis,Native*,FALSE,Worker,1,0.608,2.55,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_119,NA,NA,NA,NA,NA,64.2563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,sulcinodis,Native*,FALSE,Worker,1,0.528,2.05,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_120,NA,NA,NA,NA,NA,64.2563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,sulcinodis,Native*,FALSE,Worker,1,0.592,2.58,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_121,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,sulcinodis,Native*,FALSE,Worker,1,0.592,2.4,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_0,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,aserva,Native*,FALSE,Worker,1,0.76,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_1,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,aserva,Native*,FALSE,Worker,1,0.9,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_2,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,aserva,Native*,FALSE,Worker,1,0.68,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_3,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leptothorax,c.f. muscorum,Native*,TRUE,Worker,1,0.244,3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_4,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leptothorax,c.f. muscorum,Native*,TRUE,Worker,1,0.244,3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_5,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leptothorax,c.f. muscorum,Native*,TRUE,Worker,1,0.244,3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_6,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,detritinodus,Native*,FALSE,Worker,1,0.467,3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_7,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,detritinodus,Native*,FALSE,Worker,1,0.444,3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_8,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,detritinodus,Native*,FALSE,Worker,1,0.467,3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_9,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,fracticornis,Native*,FALSE,Worker,1,0.489,3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_10,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,fracticornis,Native*,FALSE,Worker,1,0.489,3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_11,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,hewitti,Native*,FALSE,Worker,1,0.64,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_12,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,hewitti,Native*,FALSE,Worker,1,0.64,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_13,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,obscuriventris,Native*,FALSE,Worker,1,0.96,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_14,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,obscuriventris,Native*,FALSE,Worker,1,0.92,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_15,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,oreas comptula,Native*,FALSE,Worker,1,0.72,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_16,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,oreas comptula,Native*,FALSE,Worker,1,0.8,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_17,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,oreas comptula,Native*,FALSE,Worker,1,0.84,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_18,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,oreas comptula,Native*,FALSE,Worker,1,0.84,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_19,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,oreas comptula,Native*,FALSE,Worker,1,0.88,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_20,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,podzolica,Native*,FALSE,Worker,1,0.76,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_21,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,podzolica,Native*,FALSE,Worker,1,0.64,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_22,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,podzolica,Native*,FALSE,Worker,1,0.64,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_23,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,podzolica,Native*,FALSE,Worker,1,0.64,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_24,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,podzolica,Native*,FALSE,Worker,1,0.64,1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_25,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dolichoderus,taschenburgi,Native*,FALSE,Worker,1,0.333,2,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_26,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dolichoderus,taschenburgi,Native*,FALSE,Worker,1,0.333,2,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Glasier_etal_2014_traits_27,NA,NA,NA,NA,NA,53.945807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dolichoderus,taschenburgi,Native*,FALSE,Worker,1,0.333,2,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Chick_noyear_traits_102,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aphaenogaster,lamellidens,Native*,FALSE,Worker,1,1.2,3.8,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_103,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aphaenogaster,lamellidens,Native*,FALSE,Worker,1,1.5,3.7,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_104,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aphaenogaster,lamellidens,Native*,FALSE,Worker,1,1.5,4.3,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_105,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aphaenogaster,lamellidens,Native*,FALSE,Worker,1,1.4,3.4,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_106,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aphaenogaster,lamellidens,Native*,FALSE,Worker,1,1.3,3.2,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_107,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aphaenogaster,lamellidens,Native*,FALSE,Worker,1,1,3.9,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_126,NA,NA,NA,NA,NA,42.508422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,neoniger,Native*,FALSE,Worker,1,1.2,3.1,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_127,NA,NA,NA,NA,NA,42.508422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,neoniger,Native*,FALSE,Worker,1,1.2,3.4,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_128,NA,NA,NA,NA,NA,42.508422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,neoniger,Native*,FALSE,Worker,1,1,3.3,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_129,NA,NA,NA,NA,NA,42.508422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,neoniger,Native*,FALSE,Worker,1,1.1,3.4,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_130,NA,NA,NA,NA,NA,42.508422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,neoniger,Native*,FALSE,Worker,1,1,3.2,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_131,NA,NA,NA,NA,NA,42.508422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,neoniger,Native*,FALSE,Worker,1,1.2,3.2,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_144,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus,pennsylvannicus,Native*,FALSE,Worker,1,2.5,5.5,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_145,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus,pennsylvannicus,Native*,FALSE,Worker,1,2.7,8.1,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_146,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus,pennsylvannicus,Native*,FALSE,Worker,1,2.4,7.5,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_147,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus,pennsylvannicus,Native*,FALSE,Worker,1,2.5,7.5,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_148,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus,pennsylvannicus,Native*,FALSE,Worker,1,2.7,6.5,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_149,NA,NA,NA,NA,NA,36.007482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus,pennsylvannicus,Native*,FALSE,Worker,1,3.8,11.2,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_150,NA,NA,NA,NA,NA,42.508422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus,pennsylvannicus,Native*,FALSE,Worker,1,1.7,6.3,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_155,NA,NA,NA,NA,NA,42.508422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus,pennsylvannicus,Native*,FALSE,Worker,1,1.9,6.4,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
Public,Chick_noyear_traits_174,NA,NA,NA,NA,NA,42.508422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aphaenogaster,picea,Native*,FALSE,Worker,1,1.2,4.9,NA,bgrossman,2/23/2017,NA,Traits_3_February_2017
